id,Existing Customer,Attrited Customer
0,0.98080736,0.01919266
1,0.98080736,0.01919266
2,0.98080736,0.01919266
3,0.98080736,0.01919266
4,0.98080736,0.01919266
5,0.048322618,0.9516774
6,0.98080736,0.01919266
7,0.98080736,0.01919266
8,0.98080736,0.01919266
9,0.98080736,0.01919266
10,0.98080736,0.01919266
11,0.022178233,0.97782177
12,0.98080736,0.01919266
13,0.98080736,0.01919266
14,0.11470717,0.8852928
15,0.98080736,0.01919266
16,0.98080736,0.01919266
17,0.98080736,0.01919266
18,0.048322618,0.9516774
19,0.98080736,0.01919266
20,0.98080736,0.01919266
21,0.98080736,0.01919266
22,0.98080736,0.01919266
23,0.98080736,0.01919266
24,0.048322618,0.9516774
25,0.98080736,0.01919266
26,0.98080736,0.01919266
27,0.98080736,0.01919266
28,0.98080736,0.01919266
29,0.98080736,0.01919266
30,0.98080736,0.01919266
31,0.98080736,0.01919266
32,0.98080736,0.01919266
33,0.98080736,0.01919266
34,0.98080736,0.01919266
35,0.98080736,0.01919266
36,0.98080736,0.01919266
37,0.98080736,0.01919266
38,0.048322618,0.9516774
39,0.98080736,0.01919266
40,0.98080736,0.01919266
41,0.022178233,0.97782177
42,0.98080736,0.01919266
43,0.048322618,0.9516774
44,0.98080736,0.01919266
45,0.98080736,0.01919266
46,0.98080736,0.01919266
47,0.98080736,0.01919266
48,0.98080736,0.01919266
49,0.98080736,0.01919266
50,0.98080736,0.01919266
51,0.98080736,0.01919266
52,0.98080736,0.01919266
53,0.98080736,0.01919266
54,0.3333066,0.6666934
55,0.048322618,0.9516774
56,0.022178233,0.97782177
57,0.98080736,0.01919266
58,0.98080736,0.01919266
59,0.98080736,0.01919266
60,0.98080736,0.01919266
61,0.048322618,0.9516774
62,0.98080736,0.01919266
63,0.98080736,0.01919266
64,0.048322618,0.9516774
65,0.98080736,0.01919266
66,0.98080736,0.01919266
67,0.048322618,0.9516774
68,0.022178233,0.97782177
69,0.98080736,0.01919266
70,0.98080736,0.01919266
71,0.98080736,0.01919266
72,0.98080736,0.01919266
73,0.98080736,0.01919266
74,0.98080736,0.01919266
75,0.98080736,0.01919266
76,0.98080736,0.01919266
77,0.11470717,0.8852928
78,0.98080736,0.01919266
79,0.98080736,0.01919266
80,0.98080736,0.01919266
81,0.98080736,0.01919266
82,0.98080736,0.01919266
83,0.98080736,0.01919266
84,0.98080736,0.01919266
85,0.98080736,0.01919266
86,0.14234728,0.8576527
87,0.98080736,0.01919266
88,0.98080736,0.01919266
89,0.98080736,0.01919266
90,0.98080736,0.01919266
91,0.98080736,0.01919266
92,0.98080736,0.01919266
93,0.98080736,0.01919266
94,0.98080736,0.01919266
95,0.11470717,0.8852928
96,0.98080736,0.01919266
97,0.98080736,0.01919266
98,0.11470717,0.8852928
99,0.98080736,0.01919266
100,0.048322618,0.9516774
101,0.98080736,0.01919266
102,0.98080736,0.01919266
103,0.98080736,0.01919266
104,0.98080736,0.01919266
105,0.98080736,0.01919266
106,0.98080736,0.01919266
107,0.98080736,0.01919266
108,0.98080736,0.01919266
109,0.048322618,0.9516774
110,0.98080736,0.01919266
111,0.022178233,0.97782177
112,0.98080736,0.01919266
113,0.98080736,0.01919266
114,0.98080736,0.01919266
115,0.98080736,0.01919266
116,0.98080736,0.01919266
117,0.98080736,0.01919266
118,0.98080736,0.01919266
119,0.98080736,0.01919266
120,0.98080736,0.01919266
121,0.98080736,0.01919266
122,0.98080736,0.01919266
123,0.98080736,0.01919266
124,0.98080736,0.01919266
125,0.98080736,0.01919266
126,0.022178233,0.97782177
127,0.98080736,0.01919266
128,0.048322618,0.9516774
129,0.98080736,0.01919266
130,0.98080736,0.01919266
131,0.98080736,0.01919266
132,0.98080736,0.01919266
133,0.98080736,0.01919266
134,0.98080736,0.01919266
135,0.98080736,0.01919266
136,0.98080736,0.01919266
137,0.98080736,0.01919266
138,0.98080736,0.01919266
139,0.79826796,0.20173202
140,0.98080736,0.01919266
141,0.98080736,0.01919266
142,0.98080736,0.01919266
143,0.98080736,0.01919266
144,0.98080736,0.01919266
145,0.048322618,0.9516774
146,0.98080736,0.01919266
147,0.048322618,0.9516774
148,0.98080736,0.01919266
149,0.11470717,0.8852928
150,0.048322618,0.9516774
151,0.022178233,0.97782177
152,0.98080736,0.01919266
153,0.11470717,0.8852928
154,0.98080736,0.01919266
155,0.98080736,0.01919266
156,0.98080736,0.01919266
157,0.98080736,0.01919266
158,0.98080736,0.01919266
159,0.11470717,0.8852928
160,0.98080736,0.01919266
161,0.98080736,0.01919266
162,0.98080736,0.01919266
163,0.048322618,0.9516774
164,0.98080736,0.01919266
165,0.98080736,0.01919266
166,0.98080736,0.01919266
167,0.98080736,0.01919266
168,0.98080736,0.01919266
169,0.98080736,0.01919266
170,0.98080736,0.01919266
171,0.98080736,0.01919266
172,0.048322618,0.9516774
173,0.98080736,0.01919266
174,0.98080736,0.01919266
175,0.98080736,0.01919266
176,0.98080736,0.01919266
177,0.98080736,0.01919266
178,0.98080736,0.01919266
179,0.98080736,0.01919266
180,0.048322618,0.9516774
181,0.98080736,0.01919266
182,0.3333066,0.6666934
183,0.98080736,0.01919266
184,0.98080736,0.01919266
185,0.048322618,0.9516774
186,0.98080736,0.01919266
187,0.98080736,0.01919266
188,0.98080736,0.01919266
189,0.98080736,0.01919266
190,0.98080736,0.01919266
191,0.022178233,0.97782177
192,0.048322618,0.9516774
193,0.98080736,0.01919266
194,0.98080736,0.01919266
195,0.98080736,0.01919266
196,0.98080736,0.01919266
197,0.98080736,0.01919266
198,0.98080736,0.01919266
199,0.98080736,0.01919266
200,0.048322618,0.9516774
201,0.98080736,0.01919266
202,0.98080736,0.01919266
203,0.98080736,0.01919266
204,0.98080736,0.01919266
205,0.98080736,0.01919266
206,0.98080736,0.01919266
207,0.98080736,0.01919266
208,0.98080736,0.01919266
209,0.98080736,0.01919266
210,0.98080736,0.01919266
211,0.98080736,0.01919266
212,0.048322618,0.9516774
213,0.022178233,0.97782177
214,0.98080736,0.01919266
215,0.98080736,0.01919266
216,0.048322618,0.9516774
217,0.98080736,0.01919266
218,0.98080736,0.01919266
219,0.022178233,0.97782177
220,0.98080736,0.01919266
221,0.048322618,0.9516774
222,0.98080736,0.01919266
223,0.98080736,0.01919266
224,0.49888355,0.50111645
225,0.98080736,0.01919266
226,0.98080736,0.01919266
227,0.98080736,0.01919266
228,0.98080736,0.01919266
229,0.98080736,0.01919266
230,0.98080736,0.01919266
231,0.11470717,0.8852928
232,0.98080736,0.01919266
233,0.98080736,0.01919266
234,0.98080736,0.01919266
235,0.98080736,0.01919266
236,0.022178233,0.97782177
237,0.98080736,0.01919266
238,0.98080736,0.01919266
239,0.98080736,0.01919266
240,0.98080736,0.01919266
241,0.98080736,0.01919266
242,0.98080736,0.01919266
243,0.98080736,0.01919266
244,0.98080736,0.01919266
245,0.3333066,0.6666934
246,0.98080736,0.01919266
247,0.98080736,0.01919266
248,0.98080736,0.01919266
249,0.98080736,0.01919266
250,0.98080736,0.01919266
251,0.98080736,0.01919266
252,0.98080736,0.01919266
253,0.98080736,0.01919266
254,0.98080736,0.01919266
255,0.98080736,0.01919266
256,0.98080736,0.01919266
257,0.98080736,0.01919266
258,0.98080736,0.01919266
259,0.98080736,0.01919266
260,0.048322618,0.9516774
261,0.98080736,0.01919266
262,0.98080736,0.01919266
263,0.048322618,0.9516774
264,0.98080736,0.01919266
265,0.98080736,0.01919266
266,0.98080736,0.01919266
267,0.98080736,0.01919266
268,0.98080736,0.01919266
269,0.98080736,0.01919266
270,0.98080736,0.01919266
271,0.98080736,0.01919266
272,0.98080736,0.01919266
273,0.98080736,0.01919266
274,0.98080736,0.01919266
275,0.98080736,0.01919266
276,0.98080736,0.01919266
277,0.98080736,0.01919266
278,0.98080736,0.01919266
279,0.98080736,0.01919266
280,0.98080736,0.01919266
281,0.98080736,0.01919266
282,0.98080736,0.01919266
283,0.022178233,0.97782177
284,0.98080736,0.01919266
285,0.048322618,0.9516774
286,0.98080736,0.01919266
287,0.98080736,0.01919266
288,0.98080736,0.01919266
289,0.98080736,0.01919266
290,0.98080736,0.01919266
291,0.98080736,0.01919266
292,0.98080736,0.01919266
293,0.98080736,0.01919266
294,0.022178233,0.97782177
295,0.98080736,0.01919266
296,0.98080736,0.01919266
297,0.98080736,0.01919266
298,0.98080736,0.01919266
299,0.98080736,0.01919266
300,0.98080736,0.01919266
301,0.98080736,0.01919266
302,0.98080736,0.01919266
303,0.98080736,0.01919266
304,0.98080736,0.01919266
305,0.98080736,0.01919266
306,0.98080736,0.01919266
307,0.98080736,0.01919266
308,0.98080736,0.01919266
309,0.98080736,0.01919266
310,0.98080736,0.01919266
311,0.98080736,0.01919266
312,0.048322618,0.9516774
313,0.98080736,0.01919266
314,0.98080736,0.01919266
315,0.98080736,0.01919266
316,0.98080736,0.01919266
317,0.98080736,0.01919266
318,0.022178233,0.97782177
319,0.98080736,0.01919266
320,0.98080736,0.01919266
321,0.98080736,0.01919266
322,0.98080736,0.01919266
323,0.98080736,0.01919266
324,0.98080736,0.01919266
325,0.98080736,0.01919266
326,0.98080736,0.01919266
327,0.98080736,0.01919266
328,0.98080736,0.01919266
329,0.98080736,0.01919266
330,0.98080736,0.01919266
331,0.98080736,0.01919266
332,0.98080736,0.01919266
333,0.98080736,0.01919266
334,0.98080736,0.01919266
335,0.98080736,0.01919266
336,0.98080736,0.01919266
337,0.11470717,0.8852928
338,0.98080736,0.01919266
339,0.98080736,0.01919266
340,0.98080736,0.01919266
341,0.048322618,0.9516774
342,0.98080736,0.01919266
343,0.98080736,0.01919266
344,0.98080736,0.01919266
345,0.022178233,0.97782177
346,0.98080736,0.01919266
347,0.98080736,0.01919266
348,0.98080736,0.01919266
349,0.98080736,0.01919266
350,0.98080736,0.01919266
351,0.022178233,0.97782177
352,0.98080736,0.01919266
353,0.048322618,0.9516774
354,0.98080736,0.01919266
355,0.98080736,0.01919266
356,0.98080736,0.01919266
357,0.98080736,0.01919266
358,0.98080736,0.01919266
359,0.98080736,0.01919266
360,0.98080736,0.01919266
361,0.98080736,0.01919266
362,0.98080736,0.01919266
363,0.98080736,0.01919266
364,0.98080736,0.01919266
365,0.022178233,0.97782177
366,0.98080736,0.01919266
367,0.98080736,0.01919266
368,0.98080736,0.01919266
369,0.98080736,0.01919266
370,0.98080736,0.01919266
371,0.98080736,0.01919266
372,0.98080736,0.01919266
373,0.98080736,0.01919266
374,0.98080736,0.01919266
375,0.98080736,0.01919266
376,0.98080736,0.01919266
377,0.98080736,0.01919266
378,0.98080736,0.01919266
379,0.98080736,0.01919266
380,0.98080736,0.01919266
381,0.98080736,0.01919266
382,0.98080736,0.01919266
383,0.048322618,0.9516774
384,0.98080736,0.01919266
385,0.98080736,0.01919266
386,0.98080736,0.01919266
387,0.98080736,0.01919266
388,0.98080736,0.01919266
389,0.98080736,0.01919266
390,0.98080736,0.01919266
391,0.98080736,0.01919266
392,0.048322618,0.9516774
393,0.98080736,0.01919266
394,0.98080736,0.01919266
395,0.98080736,0.01919266
396,0.98080736,0.01919266
397,0.79826796,0.20173202
398,0.98080736,0.01919266
399,0.98080736,0.01919266
400,0.98080736,0.01919266
401,0.98080736,0.01919266
402,0.98080736,0.01919266
403,0.98080736,0.01919266
404,0.98080736,0.01919266
405,0.98080736,0.01919266
406,0.98080736,0.01919266
407,0.022178233,0.97782177
408,0.98080736,0.01919266
409,0.98080736,0.01919266
410,0.048322618,0.9516774
411,0.98080736,0.01919266
412,0.98080736,0.01919266
413,0.98080736,0.01919266
414,0.98080736,0.01919266
415,0.98080736,0.01919266
416,0.98080736,0.01919266
417,0.98080736,0.01919266
418,0.98080736,0.01919266
419,0.98080736,0.01919266
420,0.98080736,0.01919266
421,0.98080736,0.01919266
422,0.98080736,0.01919266
423,0.98080736,0.01919266
424,0.98080736,0.01919266
425,0.98080736,0.01919266
426,0.98080736,0.01919266
427,0.98080736,0.01919266
428,0.3333066,0.6666934
429,0.98080736,0.01919266
430,0.98080736,0.01919266
431,0.048322618,0.9516774
432,0.022178233,0.97782177
433,0.98080736,0.01919266
434,0.98080736,0.01919266
435,0.98080736,0.01919266
436,0.98080736,0.01919266
437,0.11470717,0.8852928
438,0.98080736,0.01919266
439,0.98080736,0.01919266
440,0.98080736,0.01919266
441,0.98080736,0.01919266
442,0.98080736,0.01919266
443,0.98080736,0.01919266
444,0.98080736,0.01919266
445,0.98080736,0.01919266
446,0.98080736,0.01919266
447,0.98080736,0.01919266
448,0.98080736,0.01919266
449,0.98080736,0.01919266
450,0.98080736,0.01919266
451,0.98080736,0.01919266
452,0.98080736,0.01919266
453,0.98080736,0.01919266
454,0.98080736,0.01919266
455,0.98080736,0.01919266
456,0.98080736,0.01919266
457,0.98080736,0.01919266
458,0.98080736,0.01919266
459,0.98080736,0.01919266
460,0.98080736,0.01919266
461,0.98080736,0.01919266
462,0.98080736,0.01919266
463,0.98080736,0.01919266
464,0.98080736,0.01919266
465,0.98080736,0.01919266
466,0.98080736,0.01919266
467,0.98080736,0.01919266
468,0.98080736,0.01919266
469,0.98080736,0.01919266
470,0.98080736,0.01919266
471,0.98080736,0.01919266
472,0.048322618,0.9516774
473,0.98080736,0.01919266
474,0.048322618,0.9516774
475,0.98080736,0.01919266
476,0.98080736,0.01919266
477,0.11470717,0.8852928
478,0.98080736,0.01919266
479,0.98080736,0.01919266
480,0.98080736,0.01919266
481,0.98080736,0.01919266
482,0.98080736,0.01919266
483,0.11470717,0.8852928
484,0.98080736,0.01919266
485,0.98080736,0.01919266
486,0.048322618,0.9516774
487,0.98080736,0.01919266
488,0.048322618,0.9516774
489,0.98080736,0.01919266
490,0.98080736,0.01919266
491,0.98080736,0.01919266
492,0.98080736,0.01919266
493,0.98080736,0.01919266
494,0.98080736,0.01919266
495,0.79826796,0.20173202
496,0.98080736,0.01919266
497,0.98080736,0.01919266
498,0.98080736,0.01919266
499,0.98080736,0.01919266
500,0.98080736,0.01919266
501,0.79826796,0.20173202
502,0.98080736,0.01919266
503,0.98080736,0.01919266
504,0.98080736,0.01919266
505,0.98080736,0.01919266
506,0.98080736,0.01919266
507,0.98080736,0.01919266
508,0.98080736,0.01919266
509,0.98080736,0.01919266
510,0.98080736,0.01919266
511,0.98080736,0.01919266
512,0.048322618,0.9516774
513,0.98080736,0.01919266
514,0.98080736,0.01919266
515,0.98080736,0.01919266
516,0.98080736,0.01919266
517,0.98080736,0.01919266
518,0.98080736,0.01919266
519,0.98080736,0.01919266
520,0.98080736,0.01919266
521,0.98080736,0.01919266
522,0.98080736,0.01919266
523,0.98080736,0.01919266
524,0.98080736,0.01919266
525,0.98080736,0.01919266
526,0.98080736,0.01919266
527,0.022178233,0.97782177
528,0.022178233,0.97782177
529,0.98080736,0.01919266
530,0.98080736,0.01919266
531,0.98080736,0.01919266
532,0.98080736,0.01919266
533,0.98080736,0.01919266
534,0.98080736,0.01919266
535,0.98080736,0.01919266
536,0.98080736,0.01919266
537,0.98080736,0.01919266
538,0.98080736,0.01919266
539,0.98080736,0.01919266
540,0.98080736,0.01919266
541,0.98080736,0.01919266
542,0.98080736,0.01919266
543,0.98080736,0.01919266
544,0.98080736,0.01919266
545,0.98080736,0.01919266
546,0.98080736,0.01919266
547,0.98080736,0.01919266
548,0.11470717,0.8852928
549,0.98080736,0.01919266
550,0.98080736,0.01919266
551,0.98080736,0.01919266
552,0.048322618,0.9516774
553,0.022178233,0.97782177
554,0.048322618,0.9516774
555,0.98080736,0.01919266
556,0.98080736,0.01919266
557,0.98080736,0.01919266
558,0.98080736,0.01919266
559,0.98080736,0.01919266
560,0.98080736,0.01919266
561,0.98080736,0.01919266
562,0.11470717,0.8852928
563,0.98080736,0.01919266
564,0.98080736,0.01919266
565,0.98080736,0.01919266
566,0.98080736,0.01919266
567,0.98080736,0.01919266
568,0.98080736,0.01919266
569,0.98080736,0.01919266
570,0.98080736,0.01919266
571,0.98080736,0.01919266
572,0.98080736,0.01919266
573,0.98080736,0.01919266
574,0.98080736,0.01919266
575,0.98080736,0.01919266
576,0.98080736,0.01919266
577,0.98080736,0.01919266
578,0.98080736,0.01919266
579,0.048322618,0.9516774
580,0.98080736,0.01919266
581,0.98080736,0.01919266
582,0.98080736,0.01919266
583,0.98080736,0.01919266
584,0.98080736,0.01919266
585,0.98080736,0.01919266
586,0.98080736,0.01919266
587,0.98080736,0.01919266
588,0.98080736,0.01919266
589,0.048322618,0.9516774
590,0.98080736,0.01919266
591,0.98080736,0.01919266
592,0.98080736,0.01919266
593,0.98080736,0.01919266
594,0.98080736,0.01919266
595,0.98080736,0.01919266
596,0.98080736,0.01919266
597,0.98080736,0.01919266
598,0.98080736,0.01919266
599,0.98080736,0.01919266
600,0.98080736,0.01919266
601,0.98080736,0.01919266
602,0.98080736,0.01919266
603,0.98080736,0.01919266
604,0.022178233,0.97782177
605,0.98080736,0.01919266
606,0.98080736,0.01919266
607,0.98080736,0.01919266
608,0.98080736,0.01919266
609,0.022178233,0.97782177
610,0.98080736,0.01919266
611,0.98080736,0.01919266
612,0.98080736,0.01919266
613,0.98080736,0.01919266
614,0.022178233,0.97782177
615,0.98080736,0.01919266
616,0.98080736,0.01919266
617,0.98080736,0.01919266
618,0.98080736,0.01919266
619,0.98080736,0.01919266
620,0.98080736,0.01919266
621,0.98080736,0.01919266
622,0.98080736,0.01919266
623,0.98080736,0.01919266
624,0.022178233,0.97782177
625,0.98080736,0.01919266
626,0.98080736,0.01919266
627,0.98080736,0.01919266
628,0.98080736,0.01919266
629,0.98080736,0.01919266
630,0.98080736,0.01919266
631,0.11470717,0.8852928
632,0.98080736,0.01919266
633,0.98080736,0.01919266
634,0.98080736,0.01919266
635,0.98080736,0.01919266
636,0.98080736,0.01919266
637,0.98080736,0.01919266
638,0.98080736,0.01919266
639,0.98080736,0.01919266
640,0.11470717,0.8852928
641,0.98080736,0.01919266
642,0.022178233,0.97782177
643,0.98080736,0.01919266
644,0.98080736,0.01919266
645,0.98080736,0.01919266
646,0.98080736,0.01919266
647,0.98080736,0.01919266
648,0.98080736,0.01919266
649,0.98080736,0.01919266
650,0.98080736,0.01919266
651,0.98080736,0.01919266
652,0.98080736,0.01919266
653,0.98080736,0.01919266
654,0.048322618,0.9516774
655,0.98080736,0.01919266
656,0.98080736,0.01919266
657,0.98080736,0.01919266
658,0.98080736,0.01919266
659,0.98080736,0.01919266
660,0.98080736,0.01919266
661,0.98080736,0.01919266
662,0.98080736,0.01919266
663,0.98080736,0.01919266
664,0.98080736,0.01919266
665,0.98080736,0.01919266
666,0.98080736,0.01919266
667,0.98080736,0.01919266
668,0.98080736,0.01919266
669,0.98080736,0.01919266
670,0.98080736,0.01919266
671,0.98080736,0.01919266
672,0.98080736,0.01919266
673,0.98080736,0.01919266
674,0.98080736,0.01919266
675,0.11470717,0.8852928
676,0.98080736,0.01919266
677,0.98080736,0.01919266
678,0.98080736,0.01919266
679,0.048322618,0.9516774
680,0.98080736,0.01919266
681,0.98080736,0.01919266
682,0.048322618,0.9516774
683,0.98080736,0.01919266
684,0.98080736,0.01919266
685,0.048322618,0.9516774
686,0.98080736,0.01919266
687,0.98080736,0.01919266
688,0.98080736,0.01919266
689,0.98080736,0.01919266
690,0.98080736,0.01919266
691,0.98080736,0.01919266
692,0.98080736,0.01919266
693,0.98080736,0.01919266
694,0.98080736,0.01919266
695,0.98080736,0.01919266
696,0.98080736,0.01919266
697,0.98080736,0.01919266
698,0.98080736,0.01919266
699,0.98080736,0.01919266
700,0.98080736,0.01919266
701,0.98080736,0.01919266
702,0.98080736,0.01919266
703,0.98080736,0.01919266
704,0.98080736,0.01919266
705,0.98080736,0.01919266
706,0.98080736,0.01919266
707,0.98080736,0.01919266
708,0.98080736,0.01919266
709,0.98080736,0.01919266
710,0.022178233,0.97782177
711,0.98080736,0.01919266
712,0.98080736,0.01919266
713,0.98080736,0.01919266
714,0.98080736,0.01919266
715,0.022178233,0.97782177
716,0.98080736,0.01919266
717,0.98080736,0.01919266
718,0.98080736,0.01919266
719,0.98080736,0.01919266
720,0.98080736,0.01919266
721,0.98080736,0.01919266
722,0.98080736,0.01919266
723,0.98080736,0.01919266
724,0.98080736,0.01919266
725,0.3333066,0.6666934
726,0.98080736,0.01919266
727,0.048322618,0.9516774
728,0.98080736,0.01919266
729,0.98080736,0.01919266
730,0.98080736,0.01919266
731,0.98080736,0.01919266
732,0.98080736,0.01919266
733,0.98080736,0.01919266
734,0.98080736,0.01919266
735,0.98080736,0.01919266
736,0.98080736,0.01919266
737,0.98080736,0.01919266
738,0.98080736,0.01919266
739,0.98080736,0.01919266
740,0.98080736,0.01919266
741,0.98080736,0.01919266
742,0.022178233,0.97782177
743,0.98080736,0.01919266
744,0.11470717,0.8852928
745,0.98080736,0.01919266
746,0.98080736,0.01919266
747,0.98080736,0.01919266
748,0.98080736,0.01919266
749,0.98080736,0.01919266
750,0.98080736,0.01919266
751,0.98080736,0.01919266
752,0.98080736,0.01919266
753,0.022178233,0.97782177
754,0.8512486,0.14875138
755,0.98080736,0.01919266
756,0.98080736,0.01919266
757,0.98080736,0.01919266
758,0.98080736,0.01919266
759,0.98080736,0.01919266
760,0.98080736,0.01919266
761,0.98080736,0.01919266
762,0.98080736,0.01919266
763,0.98080736,0.01919266
764,0.98080736,0.01919266
765,0.98080736,0.01919266
766,0.98080736,0.01919266
767,0.98080736,0.01919266
768,0.98080736,0.01919266
769,0.98080736,0.01919266
770,0.98080736,0.01919266
771,0.98080736,0.01919266
772,0.98080736,0.01919266
773,0.98080736,0.01919266
774,0.98080736,0.01919266
775,0.98080736,0.01919266
776,0.048322618,0.9516774
777,0.98080736,0.01919266
778,0.98080736,0.01919266
779,0.048322618,0.9516774
780,0.048322618,0.9516774
781,0.98080736,0.01919266
782,0.98080736,0.01919266
783,0.98080736,0.01919266
784,0.98080736,0.01919266
785,0.98080736,0.01919266
786,0.98080736,0.01919266
787,0.98080736,0.01919266
788,0.98080736,0.01919266
789,0.98080736,0.01919266
790,0.022178233,0.97782177
791,0.022178233,0.97782177
792,0.98080736,0.01919266
793,0.98080736,0.01919266
794,0.98080736,0.01919266
795,0.98080736,0.01919266
796,0.98080736,0.01919266
797,0.022178233,0.97782177
798,0.49888355,0.50111645
799,0.98080736,0.01919266
800,0.98080736,0.01919266
801,0.98080736,0.01919266
802,0.98080736,0.01919266
803,0.98080736,0.01919266
804,0.98080736,0.01919266
805,0.98080736,0.01919266
806,0.98080736,0.01919266
807,0.98080736,0.01919266
808,0.048322618,0.9516774
809,0.98080736,0.01919266
810,0.98080736,0.01919266
811,0.98080736,0.01919266
812,0.98080736,0.01919266
813,0.98080736,0.01919266
814,0.98080736,0.01919266
815,0.98080736,0.01919266
816,0.98080736,0.01919266
817,0.98080736,0.01919266
818,0.98080736,0.01919266
819,0.98080736,0.01919266
820,0.98080736,0.01919266
821,0.048322618,0.9516774
822,0.98080736,0.01919266
823,0.98080736,0.01919266
824,0.98080736,0.01919266
825,0.98080736,0.01919266
826,0.98080736,0.01919266
827,0.98080736,0.01919266
828,0.98080736,0.01919266
829,0.98080736,0.01919266
830,0.98080736,0.01919266
831,0.98080736,0.01919266
832,0.98080736,0.01919266
833,0.98080736,0.01919266
834,0.98080736,0.01919266
835,0.98080736,0.01919266
836,0.98080736,0.01919266
837,0.98080736,0.01919266
838,0.98080736,0.01919266
839,0.022178233,0.97782177
840,0.98080736,0.01919266
841,0.98080736,0.01919266
842,0.98080736,0.01919266
843,0.98080736,0.01919266
844,0.98080736,0.01919266
845,0.98080736,0.01919266
846,0.98080736,0.01919266
847,0.98080736,0.01919266
848,0.98080736,0.01919266
849,0.98080736,0.01919266
850,0.98080736,0.01919266
851,0.98080736,0.01919266
852,0.11470717,0.8852928
853,0.98080736,0.01919266
854,0.022178233,0.97782177
855,0.98080736,0.01919266
856,0.98080736,0.01919266
857,0.98080736,0.01919266
858,0.98080736,0.01919266
859,0.98080736,0.01919266
860,0.98080736,0.01919266
861,0.98080736,0.01919266
862,0.98080736,0.01919266
863,0.98080736,0.01919266
864,0.048322618,0.9516774
865,0.98080736,0.01919266
866,0.98080736,0.01919266
867,0.11470717,0.8852928
868,0.048322618,0.9516774
869,0.98080736,0.01919266
870,0.11470717,0.8852928
871,0.11470717,0.8852928
872,0.98080736,0.01919266
873,0.98080736,0.01919266
874,0.98080736,0.01919266
875,0.022178233,0.97782177
876,0.98080736,0.01919266
877,0.98080736,0.01919266
878,0.022178233,0.97782177
879,0.98080736,0.01919266
880,0.98080736,0.01919266
881,0.98080736,0.01919266
882,0.98080736,0.01919266
883,0.98080736,0.01919266
884,0.98080736,0.01919266
885,0.98080736,0.01919266
886,0.98080736,0.01919266
887,0.98080736,0.01919266
888,0.98080736,0.01919266
889,0.98080736,0.01919266
890,0.98080736,0.01919266
891,0.98080736,0.01919266
892,0.98080736,0.01919266
893,0.98080736,0.01919266
894,0.98080736,0.01919266
895,0.98080736,0.01919266
896,0.98080736,0.01919266
897,0.98080736,0.01919266
898,0.98080736,0.01919266
899,0.98080736,0.01919266
900,0.98080736,0.01919266
901,0.048322618,0.9516774
902,0.98080736,0.01919266
903,0.98080736,0.01919266
904,0.98080736,0.01919266
905,0.98080736,0.01919266
906,0.98080736,0.01919266
907,0.98080736,0.01919266
908,0.98080736,0.01919266
909,0.98080736,0.01919266
910,0.98080736,0.01919266
911,0.98080736,0.01919266
912,0.98080736,0.01919266
913,0.022178233,0.97782177
914,0.98080736,0.01919266
915,0.98080736,0.01919266
916,0.048322618,0.9516774
917,0.98080736,0.01919266
918,0.11470717,0.8852928
919,0.98080736,0.01919266
920,0.048322618,0.9516774
921,0.98080736,0.01919266
922,0.022178233,0.97782177
923,0.98080736,0.01919266
924,0.048322618,0.9516774
925,0.98080736,0.01919266
926,0.98080736,0.01919266
927,0.98080736,0.01919266
928,0.98080736,0.01919266
929,0.98080736,0.01919266
930,0.98080736,0.01919266
931,0.98080736,0.01919266
932,0.98080736,0.01919266
933,0.98080736,0.01919266
934,0.048322618,0.9516774
935,0.11470717,0.8852928
936,0.98080736,0.01919266
937,0.98080736,0.01919266
938,0.98080736,0.01919266
939,0.98080736,0.01919266
940,0.98080736,0.01919266
941,0.98080736,0.01919266
942,0.98080736,0.01919266
943,0.98080736,0.01919266
944,0.98080736,0.01919266
945,0.98080736,0.01919266
946,0.98080736,0.01919266
947,0.98080736,0.01919266
948,0.98080736,0.01919266
949,0.98080736,0.01919266
950,0.98080736,0.01919266
951,0.98080736,0.01919266
952,0.98080736,0.01919266
953,0.98080736,0.01919266
954,0.98080736,0.01919266
955,0.98080736,0.01919266
956,0.98080736,0.01919266
957,0.98080736,0.01919266
958,0.98080736,0.01919266
959,0.98080736,0.01919266
960,0.98080736,0.01919266
961,0.022178233,0.97782177
962,0.98080736,0.01919266
963,0.98080736,0.01919266
964,0.98080736,0.01919266
965,0.048322618,0.9516774
966,0.022178233,0.97782177
967,0.048322618,0.9516774
968,0.98080736,0.01919266
969,0.98080736,0.01919266
