id,Existing Customer,Attrited Customer
0,0.9783844860737333,0.021615513926266837
1,0.9783844860737333,0.021615513926266837
2,0.9783844860737333,0.021615513926266837
3,0.9783844860737333,0.021615513926266837
4,0.9783844860737333,0.021615513926266837
5,0.06899990763761184,0.9310000923623881
6,0.9783844860737333,0.021615513926266837
7,0.9783844860737333,0.021615513926266837
8,0.9783844860737333,0.021615513926266837
9,0.9783844860737333,0.021615513926266837
10,0.9783844860737333,0.021615513926266837
11,0.0689054165274049,0.9310945834725949
12,0.9783844860737333,0.021615513926266837
13,0.9783844860737333,0.021615513926266837
14,0.0689128473040737,0.9310871526959265
15,0.9783844860737333,0.021615513926266837
16,0.9783844860737333,0.021615513926266837
17,0.9783844860737333,0.021615513926266837
18,0.06899990763761184,0.9310000923623881
19,0.9783844860737333,0.021615513926266837
20,0.9783844860737333,0.021615513926266837
21,0.9783844860737333,0.021615513926266837
22,0.9783844860737333,0.021615513926266837
23,0.9783844860737333,0.021615513926266837
24,0.06899990763761184,0.9310000923623881
25,0.9783844860737333,0.021615513926266837
26,0.9783844860737333,0.021615513926266837
27,0.9783844860737333,0.021615513926266837
28,0.9783844860737333,0.021615513926266837
29,0.9783844860737333,0.021615513926266837
30,0.9783844860737333,0.021615513926266837
31,0.9783844860737333,0.021615513926266837
32,0.9783844860737333,0.021615513926266837
33,0.9783844860737333,0.021615513926266837
34,0.9783844860737333,0.021615513926266837
35,0.9783844860737333,0.021615513926266837
36,0.9783844860737333,0.021615513926266837
37,0.9783844860737333,0.021615513926266837
38,0.05858685633531962,0.9414131436646804
39,0.9783844860737333,0.021615513926266837
40,0.9783844860737333,0.021615513926266837
41,0.06347947713342823,0.9365205228665717
42,0.9783844860737333,0.021615513926266837
43,0.06353860746439607,0.9364613925356039
44,0.9783844860737333,0.021615513926266837
45,0.9783844860737333,0.021615513926266837
46,0.9783844860737333,0.021615513926266837
47,0.9783844860737333,0.021615513926266837
48,0.9783844860737333,0.021615513926266837
49,0.9783844860737333,0.021615513926266837
50,0.9783844860737333,0.021615513926266837
51,0.9783844860737333,0.021615513926266837
52,0.9783844860737333,0.021615513926266837
53,0.9783844860737333,0.021615513926266837
54,0.0689128473040737,0.9310871526959265
